make,model,make_model,branch,date_of_sale,month,is_late_to_pay,is_late_to_pay_word,payment_expected,payment_actual,payment_ratio,payment_full,payment_full_word
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,23/04/2021,April,0,NO,100081,100081,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,28/04/2021,April,0,NO,125215,125215,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,29/06/2021,June,0,NO,132129,132129,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,14/04/2021,April,0,NO,97792,97792,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,16/02/2021,February,0,NO,83703,83703,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,29/03/2021,March,0,NO,98468,98468,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Migori,05/01/2021,January,0,NO,76348,76348,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,17/05/2021,May,0,NO,123100,123100,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,05/05/2021,May,0,NO,125732,125732,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,14/04/2021,April,0,NO,119480,119480,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,15/02/2021,February,0,NO,87508,87508,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,08/02/2021,February,0,NO,11739,11739,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,07/06/2021,June,0,NO,107822,107822,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,03/05/2021,May,0,NO,107530,107530,100,0,NO
TVS,HLX 150,TVS HLX 150,Mombasa,25/05/2021,May,0,NO,128905,128905,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,06/03/2021,March,0,NO,89534,89534,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,25/06/2021,June,0,NO,123020,123020,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,08/02/2021,February,0,NO,47818,47818,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,01/04/2021,April,0,NO,124920,124920,100,0,NO
Sonlink,SL150-KDX,Sonlink SL150-KDX,Nairobi,06/03/2021,March,0,NO,84172,84172,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,31/03/2021,March,0,NO,113155,113155,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,05/01/2021,January,0,NO,85770,85770,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,08/04/2021,April,0,NO,95472,95472,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,17/05/2021,May,0,NO,104795,104795,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,06/01/2021,January,1,YES,104685,35450,33.86349525,1,YES
Boxer,BM 100,Boxer BM 100,Migori,04/06/2021,June,0,NO,111176,111176,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,15/03/2021,March,0,NO,93955,93955,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,04/05/2021,May,0,NO,99609,99609,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Mombasa,31/03/2021,March,1,YES,90186,24380,27.03302065,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,15/02/2021,February,0,NO,78479,78479,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,06/04/2021,April,0,NO,99909,99909,100,0,NO
TVS,HLX 100CC ES,TVS HLX 100CC ES,Bungoma,12/05/2021,May,0,NO,81574,81574,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,04/01/2021,January,0,NO,79264,79264,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,01/04/2021,April,0,NO,101172,101172,100,0,NO
Sonlink,150-KB,Sonlink 150-KB,Nairobi,13/05/2021,May,0,NO,98080,98080,100,0,NO
Sonlink,150-KB,Sonlink 150-KB,Nairobi,26/02/2021,February,1,YES,94500,45848,48.51640212,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,29/03/2021,March,0,NO,111876,111876,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Kisumu,08/01/2021,January,0,NO,75625,75625,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,21/01/2021,January,0,NO,80243,80243,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,28/04/2021,April,0,NO,110424,110424,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,18/05/2021,May,1,YES,116728,21136,18.10705229,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Migori,10/05/2021,May,0,NO,126720,126720,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,18/05/2021,May,0,NO,126198,126198,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,26/03/2021,March,0,NO,96835,96835,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Mombasa,03/02/2021,February,0,NO,85234,85234,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,02/06/2021,June,1,YES,110384,12896,11.68285259,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Kisumu,29/01/2021,January,0,NO,78377,78377,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,10/02/2021,February,0,NO,88352,88352,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,03/05/2021,May,0,NO,110389,110389,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,08/03/2021,March,0,NO,86480,86480,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,15/02/2021,February,0,NO,82298,82298,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,19/04/2021,April,1,YES,121246,9480,7.818814641,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,15/01/2021,January,0,NO,64319,64319,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,19/04/2021,April,0,NO,115942,115942,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,04/01/2021,January,0,NO,67344,67344,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,10/02/2021,February,0,NO,83197,83197,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,06/04/2021,April,0,NO,102859,102859,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,01/04/2021,April,1,YES,126757,24130,19.03642402,1,YES
Boxer,CT 125,Boxer CT 125,Migori,06/01/2021,January,0,NO,26367,26367,100,0,NO
Boxer,BM 100,Boxer BM 100,Mombasa,20/04/2021,April,0,NO,102774,102774,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,24/05/2021,May,0,NO,106911,106911,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,20/04/2021,April,0,NO,119245,119245,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,16/01/2021,January,1,YES,94254,39294,41.68947737,1,YES
Boxer,BM 100,Boxer BM 100,Bungoma,29/03/2021,March,0,NO,93761,93761,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,26/05/2021,May,0,NO,112628,112628,100,0,NO
Sonlink,150-KA,Sonlink 150-KA,Nairobi,17/06/2021,June,0,NO,117836,117836,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,21/04/2021,April,0,NO,99018,99018,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,12/01/2021,January,1,YES,99490,23600,23.72097698,1,YES
Boxer,BM 100,Boxer BM 100,Migori,19/06/2021,June,0,NO,114218,114218,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,04/05/2021,May,0,NO,105784,105784,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,27/05/2021,May,0,NO,107379,107379,100,0,NO
Boxer,BM 150,Boxer BM 150,Migori,07/06/2021,June,0,NO,128751,128751,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,26/04/2021,April,0,NO,103323,103323,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,28/05/2021,May,0,NO,83812,83812,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,04/06/2021,June,0,NO,53030,53030,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,21/05/2021,May,0,NO,114621,114621,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Migori,17/02/2021,February,0,NO,81186,81186,100,0,NO
Boxer,BM X150,Boxer BM X150,Nairobi,14/01/2021,January,0,NO,76053,76053,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,30/01/2021,January,0,NO,92790,92790,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,26/05/2021,May,0,NO,110149,110149,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,05/01/2021,January,0,NO,67731,67731,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,10/05/2021,May,0,NO,122434,122434,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,08/01/2021,January,1,YES,94119,22110,23.49153731,1,YES
Boxer,BM 100,Boxer BM 100,Kisumu,03/02/2021,February,0,NO,88926,88926,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,10/02/2021,February,0,NO,81721,81721,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,18/06/2021,June,0,NO,128095,128095,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,11/05/2021,May,1,YES,110447,11336,10.26374641,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,13/02/2021,February,0,NO,87188,87188,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,08/04/2021,April,0,NO,118162,118162,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,03/06/2021,June,0,NO,109131,109131,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,12/05/2021,May,0,NO,82332,82332,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,15/01/2021,January,0,NO,66627,66627,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,30/04/2021,April,0,NO,120560,120560,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,03/03/2021,March,0,NO,89771,89771,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,19/04/2021,April,0,NO,85391,85391,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Migori,18/01/2021,January,0,NO,84022,84022,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,22/01/2021,January,0,NO,104635,104635,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,19/04/2021,April,0,NO,104706,104706,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,23/04/2021,April,0,NO,110512,110512,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,29/01/2021,January,0,NO,94362,94362,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,01/04/2021,April,0,NO,112974,112974,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,12/01/2021,January,0,NO,65848,65848,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,19/04/2021,April,0,NO,101203,101203,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Migori,20/01/2021,January,1,YES,103238,61548,59.61758267,1,YES
Boxer,BM 100,Boxer BM 100,Bungoma,29/01/2021,January,0,NO,76336,76336,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,04/05/2021,May,0,NO,89554,89554,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,04/05/2021,May,1,YES,114002,15372,13.48397397,1,YES
Boxer,BM 150,Boxer BM 150,Migori,06/05/2021,May,0,NO,127957,127957,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Mombasa,17/02/2021,February,0,NO,85620,85620,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,04/03/2021,March,1,YES,91172,18741,20.55565305,1,YES
TVS,HLX 150,TVS HLX 150,Nairobi,21/05/2021,May,0,NO,126452,126452,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,13/02/2021,February,0,NO,82132,82132,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,21/04/2021,April,1,YES,138104,35085,25.40476742,1,YES
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,19/03/2021,March,0,NO,84043,84043,100,0,NO
Boxer,BM X150,Boxer BM X150,Bungoma,06/01/2021,January,0,NO,87113,87113,100,0,NO
Boxer,CT 125,Boxer CT 125,Migori,09/02/2021,February,0,NO,44794,44794,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,09/02/2021,February,0,NO,96907,96907,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,24/04/2021,April,0,NO,115413,115413,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,24/03/2021,March,0,NO,81452,81452,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,18/06/2021,June,0,NO,60519,60519,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,09/01/2021,January,0,NO,80490,80490,100,0,NO
Boxer,BM 100,Boxer BM 100,Mombasa,26/04/2021,April,0,NO,98536,98536,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,31/03/2021,March,0,NO,117572,117572,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/06/2021,June,0,NO,109048,109048,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,26/04/2021,April,0,NO,107525,107525,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,26/04/2021,April,0,NO,99209,99209,100,0,NO
Sonlink,150-KE,Sonlink 150-KE,Nairobi,28/04/2021,April,1,YES,143958,44018,30.57697384,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,22/03/2021,March,0,NO,99321,99321,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Bungoma,19/01/2021,January,0,NO,76124,76124,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,17/05/2021,May,0,NO,107512,107512,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,06/04/2021,April,0,NO,100923,100923,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,21/04/2021,April,0,NO,110424,110424,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,07/04/2021,April,0,NO,101446,101446,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,15/01/2021,January,0,NO,75881,75881,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,28/06/2021,June,0,NO,130752,130752,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Mombasa,30/04/2021,April,1,YES,130500,37414,28.6697318,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,07/06/2021,June,0,NO,111996,111996,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,07/01/2021,January,0,NO,89950,89950,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,28/06/2021,June,0,NO,125481,125481,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,08/04/2021,April,1,YES,139616,43460,31.12823745,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,23/02/2021,February,0,NO,86527,86527,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,08/02/2021,February,0,NO,36014,36014,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,19/04/2021,April,1,YES,109399,21420,19.57970365,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,08/04/2021,April,0,NO,119409,119409,100,0,NO
TVS,King Duramax,TVS King Duramax,Mombasa,26/05/2021,May,0,NO,254791,254791,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,21/05/2021,May,0,NO,104480,104480,100,0,NO
Sonlink,150-KB,Sonlink 150-KB,Mombasa,13/04/2021,April,1,YES,86284,16940,19.63284039,1,YES
Boxer,BM 100,Boxer BM 100,Bungoma,09/01/2021,January,0,NO,56474,56474,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,29/04/2021,April,0,NO,104520,104520,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,19/05/2021,May,0,NO,126757,126757,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,21/04/2021,April,0,NO,99909,99909,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,22/04/2021,April,0,NO,104960,104960,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,22/02/2021,February,0,NO,85303,85303,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,08/02/2021,February,0,NO,104748,104748,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,01/04/2021,April,0,NO,124515,124515,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,09/04/2021,April,0,NO,97525,97525,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Kisumu,23/02/2021,February,0,NO,94417,94417,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,28/01/2021,January,0,NO,95380,95380,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,01/02/2021,February,0,NO,94932,94932,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,11/06/2021,June,0,NO,86204,86204,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,24/05/2021,May,0,NO,121930,121930,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,04/05/2021,May,0,NO,112097,112097,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Nairobi,11/06/2021,June,0,NO,120345,120345,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,24/05/2021,May,0,NO,105032,105032,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,26/02/2021,February,0,NO,77048,77048,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,16/06/2021,June,0,NO,123808,123808,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,22/03/2021,March,0,NO,93316,93316,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Migori,27/02/2021,February,0,NO,104109,104109,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,04/06/2021,June,0,NO,130431,130431,100,0,NO
Boxer,BM 150,Boxer BM 150,Mombasa,10/05/2021,May,0,NO,104215,104215,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,05/02/2021,February,0,NO,82899,82899,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,11/02/2021,February,1,YES,115248,61770,53.59745939,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,19/04/2021,April,0,NO,105215,105215,100,0,NO
Boxer,BM X150,Boxer BM X150,Mombasa,13/02/2021,February,0,NO,97927,97927,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,05/01/2021,January,0,NO,93126,93126,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Mombasa,16/04/2021,April,0,NO,93730,93730,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,15/06/2021,June,0,NO,112126,112126,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,05/01/2021,January,0,NO,85708,85708,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,29/03/2021,March,0,NO,124289,124289,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,03/03/2021,March,0,NO,105237,105237,100,0,NO
Boxer,BM X125,Boxer BM X125,Mombasa,31/05/2021,May,1,YES,124460,13000,10.44512293,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,03/05/2021,May,0,NO,100383,100383,100,0,NO
Boxer,BM 100,Boxer BM 100,Kisumu,20/05/2021,May,0,NO,105874,105874,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,12/04/2021,April,0,NO,118666,118666,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,05/06/2021,June,1,YES,136570,21708,15.89514535,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,26/02/2021,February,0,NO,83593,83593,100,0,NO
Boxer,CT 125,Boxer CT 125,Migori,14/01/2021,January,0,NO,34196,34196,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,07/04/2021,April,0,NO,96760,96760,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,09/03/2021,March,0,NO,89918,89918,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,28/06/2021,June,0,NO,135760,135760,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,01/04/2021,April,0,NO,93435,93435,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Mombasa,04/06/2021,June,0,NO,106828,106828,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,25/01/2021,January,0,NO,48993,48993,100,0,NO
Boxer,BM 100,Boxer BM 100,Nairobi,01/02/2021,February,0,NO,77390,77390,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,16/06/2021,June,1,YES,116816,10576,9.053554308,1,YES
Boxer,BM 100,Boxer BM 100,Kisumu,02/06/2021,June,0,NO,108457,108457,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,20/01/2021,January,0,NO,96060,96060,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,16/01/2021,January,0,NO,84150,84150,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,02/02/2021,February,0,NO,86650,86650,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Kisumu,22/02/2021,February,0,NO,107624,107624,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,29/04/2021,April,0,NO,106057,106057,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,08/01/2021,January,1,YES,100405,50060,49.8580748,1,YES
Boxer,BM 100,Boxer BM 100,Kisumu,04/01/2021,January,1,YES,90054,36924,41.00206543,1,YES
Boxer,BM 100,Boxer BM 100,Kisumu,11/05/2021,May,0,NO,103991,103991,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,05/01/2021,January,0,NO,20400,20400,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,15/02/2021,February,0,NO,82007,82007,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,08/06/2021,June,0,NO,132588,132588,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,03/03/2021,March,0,NO,99466,99466,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Mombasa,26/04/2021,April,0,NO,115443,115443,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,25/02/2021,February,1,YES,132010,66944,50.71130975,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,13/02/2021,February,0,NO,86079,86079,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,31/03/2021,March,0,NO,105942,105942,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,17/05/2021,May,0,NO,90257,90257,100,0,NO
Boxer,BM X150,Boxer BM X150,Nairobi,24/04/2021,April,0,NO,122681,122681,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,24/04/2021,April,0,NO,133135,133135,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Nairobi,07/04/2021,April,1,YES,106238,25796,24.2813306,1,YES
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,02/03/2021,March,0,NO,91362,91362,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,08/04/2021,April,0,NO,115735,115735,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,25/01/2021,January,0,NO,76662,76662,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Nairobi,19/03/2021,March,0,NO,77781,77781,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,17/06/2021,June,0,NO,132150,132150,100,0,NO
Sonlink,125-A1,Sonlink 125-A1,Migori,26/01/2021,January,0,NO,42765,42765,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,18/01/2021,January,0,NO,93096,93096,100,0,NO
TVS,HLX 150,TVS HLX 150,Nairobi,11/02/2021,February,0,NO,82092,82092,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,09/04/2021,April,0,NO,70090,70090,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,31/03/2021,March,0,NO,101368,101368,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Kisumu,06/04/2021,April,0,NO,115233,115233,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,16/02/2021,February,1,YES,83457,1450,1.737421666,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,27/01/2021,January,0,NO,68316,68316,100,0,NO
Boxer,BM 100,Boxer BM 100,Bungoma,09/04/2021,April,0,NO,92910,92910,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,03/02/2021,February,0,NO,87510,87510,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,21/06/2021,June,0,NO,107272,107272,100,0,NO
Sonlink,KC 150CC,Sonlink KC 150CC,Mombasa,06/03/2021,March,0,NO,75199,75199,100,0,NO
Boxer,BM 100,Boxer BM 100,Migori,28/06/2021,June,0,NO,113742,113742,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,13/05/2021,May,0,NO,128482,128482,100,0,NO
Sonlink,125-A2,Sonlink 125-A2,Kisumu,16/02/2021,February,0,NO,75777,75777,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,13/04/2021,April,0,NO,112974,112974,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Migori,22/04/2021,April,0,NO,117312,117312,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,24/04/2021,April,0,NO,103540,103540,100,0,NO
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,02/03/2021,March,0,NO,89730,89730,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Mombasa,23/06/2021,June,0,NO,137595,137595,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,09/04/2021,April,1,YES,117547,28908,24.59271611,1,YES
TVS,HLX 100CC,TVS HLX 100CC,Bungoma,24/02/2021,February,0,NO,83161,83161,100,0,NO
Sonlink,150-KD,Sonlink 150-KD,Migori,07/04/2021,April,0,NO,81470,81470,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Migori,28/05/2021,May,0,NO,118452,118452,100,0,NO
Boxer,BM 150,Boxer BM 150,Nairobi,23/04/2021,April,0,NO,119409,119409,100,0,NO
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,04/01/2021,January,0,NO,85666,85666,100,0,NO
Boxer,BM 150,Boxer BM 150,Bungoma,23/04/2021,April,0,NO,115741,115741,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Bungoma,05/02/2021,February,1,YES,115248,37919,32.90208941,1,YES
Boxer,BM 150,Boxer BM 150,Nairobi,14/01/2021,January,0,NO,78960,78960,100,0,NO
TVS,STAR 100CC KS,TVS STAR 100CC KS,Bungoma,30/04/2021,April,0,NO,100683,100683,100,0,NO
TVS,HLX 150CC,TVS HLX 150CC,Nairobi,24/05/2021,May,1,YES,143100,31560,22.05450734,1,YES
Boxer,BM 100,Boxer BM 100,Nairobi,04/05/2021,May,0,NO,99379,99379,100,0,NO
Sonlink,KC 150CC,Sonlink KC 150CC,Mombasa,03/03/2021,March,1,YES,92677,10452,11.27787909,1,YES
TVS,HLX 125CC,TVS HLX 125CC,Bungoma,12/01/2021,January,0,NO,83256,83256,100,0,NO
